Price
25000.0
30000.0
17000.0
26000.0
48000.0
17000.0
15000.0
23000.0
15000.0
15000.0
20000.0
8900.0
20000.0
20000.0
6900.0
22000.0
23000.0
20000.0
22000.0
12500.0
23000.0
25000.0
17000.0
20000.0
20000.0
19000.0
18000.0
19000.0
